session_id,station_id,location_type,user_id,start_time,end_time,duration_hours,energy_kwh,charger_kw,start_hour,day_of_week,day_of_week_num,is_weekend,month,date,season
S0069398,STN_009,Mall,U03967,2024-04-09 12:21:00,2024-04-09 16:08:37.021048,3.79,24.81,11,12,Tuesday,1,False,4,2024-04-09,Spring
S0069458,STN_017,Office_Park,U00346,2024-04-09 12:24:00,2024-04-09 13:47:28.973097,1.39,9.23,11,12,Tuesday,1,False,4,2024-04-09,Spring
S0069410,STN_009,Mall,U01397,2024-04-09 12:25:00,2024-04-09 13:47:06.266309,1.37,6.12,7,12,Tuesday,1,False,4,2024-04-09,Spring
S0069491,STN_023,Downtown,U02090,2024-04-09 12:26:00,2024-04-09 14:36:16.783058,2.17,120.0,150,12,Tuesday,1,False,4,2024-04-09,Spring
S0069471,STN_019,Highway_Rest_Stop,U02862,2024-04-09 12:31:00,2024-04-09 15:19:04.900410,2.8,19.66,11,12,Tuesday,1,False,4,2024-04-09,Spring
S0069474,STN_020,Office_Park,U03723,2024-04-09 12:32:00,2024-04-09 14:40:22.216384,2.14,26.61,22,12,Tuesday,1,False,4,2024-04-09,Spring
S0069426,STN_012,Highway_Rest_Stop,U03544,2024-04-09 12:36:00,2024-04-09 15:23:58.418366,2.8,16.32,11,12,Tuesday,1,False,4,2024-04-09,Spring
S0069465,STN_018,Downtown,U00567,2024-04-09 12:38:00,2024-04-09 13:42:03.488095,1.07,43.82,50,12,Tuesday,1,False,4,2024-04-09,Spring
S0069420,STN_012,Highway_Rest_Stop,U01214,2024-04-09 12:40:00,2024-04-09 14:45:52.732379,2.1,54.81,50,12,Tuesday,1,False,4,2024-04-09,Spring
S0069468,STN_019,Highway_Rest_Stop,U01947,2024-04-09 12:51:00,2024-04-09 13:30:15.693222,0.65,3.21,7,12,Tuesday,1,False,4,2024-04-09,Spring
S0069463,STN_018,Downtown,U01937,2024-04-09 12:54:00,2024-04-09 13:48:02.890992,0.9,8.37,22,12,Tuesday,1,False,4,2024-04-09,Spring
S0069419,STN_011,Office_Park,U01738,2024-04-09 13:12:00,2024-04-09 14:05:16.590669,0.89,3.7,7,13,Tuesday,1,False,4,2024-04-09,Spring
S0069405,STN_009,Mall,U02110,2024-04-09 13:16:00,2024-04-09 15:30:05.871236,2.23,120.0,150,13,Tuesday,1,False,4,2024-04-09,Spring
S0069359,STN_001,Downtown,U00651,2024-04-09 13:22:00,2024-04-09 14:47:50.962805,1.43,9.61,11,13,Tuesday,1,False,4,2024-04-09,Spring
S0069460,STN_018,Downtown,U00509,2024-04-09 13:23:00,2024-04-09 15:24:46.037819,2.03,81.51,50,13,Tuesday,1,False,4,2024-04-09,Spring
S0069361,STN_001,Downtown,U00715,2024-04-09 13:24:00,2024-04-09 14:18:57.803974,0.92,3.7,7,13,Tuesday,1,False,4,2024-04-09,Spring
S0069475,STN_020,Office_Park,U00817,2024-04-09 14:04:00,2024-04-09 14:32:18.182854,0.47,2.61,11,14,Tuesday,1,False,4,2024-04-09,Spring
S0069380,STN_006,Highway_Rest_Stop,U03294,2024-04-09 14:16:00,2024-04-09 15:17:34.826396,1.03,5.34,11,14,Tuesday,1,False,4,2024-04-09,Spring
S0069504,STN_024,Highway_Rest_Stop,U02340,2024-04-09 14:24:00,2024-04-09 16:12:51.679549,1.81,120.0,150,14,Tuesday,1,False,4,2024-04-09,Spring
S0069401,STN_009,Mall,U02329,2024-04-09 14:27:00,2024-04-09 16:42:23.953198,2.26,120.0,150,14,Tuesday,1,False,4,2024-04-09,Spring
S0069408,STN_009,Mall,U03234,2024-04-09 14:29:00,2024-04-09 15:14:46.410309,0.76,16.39,50,14,Tuesday,1,False,4,2024-04-09,Spring
S0069399,STN_009,Mall,U03963,2024-04-09 14:33:00,2024-04-09 16:04:00.630508,1.52,26.8,22,14,Tuesday,1,False,4,2024-04-09,Spring
S0069375,STN_005,Office_Park,U00043,2024-04-09 15:00:00,2024-04-09 15:49:00.295542,0.82,69.07,150,15,Tuesday,1,False,4,2024-04-09,Spring
S0069411,STN_009,Mall,U00450,2024-04-09 15:02:00,2024-04-09 17:39:38.030831,2.63,51.96,50,15,Tuesday,1,False,4,2024-04-09,Spring
S0069409,STN_009,Mall,U00515,2024-04-09 15:05:00,2024-04-09 16:32:27.437906,1.46,12.25,11,15,Tuesday,1,False,4,2024-04-09,Spring
S0069466,STN_019,Highway_Rest_Stop,U01504,2024-04-09 15:08:00,2024-04-09 15:44:02.645943,0.6,39.22,150,15,Tuesday,1,False,4,2024-04-09,Spring
S0069481,STN_022,Mall,U02751,2024-04-09 15:26:00,2024-04-09 16:50:11.860706,1.4,12.93,22,15,Tuesday,1,False,4,2024-04-09,Spring
S0069503,STN_024,Highway_Rest_Stop,U00886,2024-04-09 15:30:00,2024-04-09 16:07:09.607755,0.62,10.15,22,15,Tuesday,1,False,4,2024-04-09,Spring
S0069497,STN_024,Highway_Rest_Stop,U03112,2024-04-09 15:40:00,2024-04-09 17:37:38.647846,1.96,53.76,50,15,Tuesday,1,False,4,2024-04-09,Spring
S0069376,STN_006,Highway_Rest_Stop,U00698,2024-04-09 15:45:00,2024-04-09 18:15:49.625108,2.51,66.73,50,15,Tuesday,1,False,4,2024-04-09,Spring
S0069424,STN_012,Highway_Rest_Stop,U02362,2024-04-09 15:45:00,2024-04-09 17:18:24.999549,1.56,6.2,7,15,Tuesday,1,False,4,2024-04-09,Spring
S0069439,STN_014,Residential,U01862,2024-04-09 15:46:00,2024-04-09 17:42:24.532785,1.94,77.96,50,15,Tuesday,1,False,4,2024-04-09,Spring
S0069453,STN_017,Office_Park,U00610,2024-04-09 15:48:00,2024-04-09 20:10:52.509894,4.38,83.55,50,15,Tuesday,1,False,4,2024-04-09,Spring
S0069455,STN_017,Office_Park,U03869,2024-04-09 16:02:00,2024-04-09 18:18:17.421536,2.27,54.77,50,16,Tuesday,1,False,4,2024-04-09,Spring
S0069378,STN_006,Highway_Rest_Stop,U00363,2024-04-09 16:12:00,2024-04-09 18:55:04.467660,2.72,22.04,11,16,Tuesday,1,False,4,2024-04-09,Spring
S0069373,STN_004,Office_Park,U00242,2024-04-09 16:19:00,2024-04-09 18:12:48.250532,1.9,27.49,22,16,Tuesday,1,False,4,2024-04-09,Spring
S0069450,STN_016,Residential,U02134,2024-04-09 16:28:00,2024-04-09 19:41:26.232815,3.22,26.69,11,16,Tuesday,1,False,4,2024-04-09,Spring
S0069462,STN_018,Downtown,U01670,2024-04-09 16:32:00,2024-04-09 19:24:27.190532,2.87,85.57,50,16,Tuesday,1,False,4,2024-04-09,Spring
S0069469,STN_019,Highway_Rest_Stop,U02072,2024-04-09 16:35:00,2024-04-09 18:25:17.507672,1.84,120.0,150,16,Tuesday,1,False,4,2024-04-09,Spring
S0069479,STN_022,Mall,U01299,2024-04-09 16:42:00,2024-04-09 17:38:28.324766,0.94,90.26,150,16,Tuesday,1,False,4,2024-04-09,Spring
S0069360,STN_001,Downtown,U00874,2024-04-09 16:50:00,2024-04-09 19:20:11.370981,2.5,75.34,50,16,Tuesday,1,False,4,2024-04-09,Spring
S0069354,STN_001,Downtown,U03513,2024-04-09 16:52:00,2024-04-09 18:56:25.716717,2.07,11.48,7,16,Tuesday,1,False,4,2024-04-09,Spring
S0069403,STN_009,Mall,U03923,2024-04-09 16:54:00,2024-04-09 19:15:51.125358,2.36,7.51,7,16,Tuesday,1,False,4,2024-04-09,Spring
S0069369,STN_003,Residential,U00504,2024-04-09 16:55:00,2024-04-09 19:45:57.603515,2.85,25.58,11,16,Tuesday,1,False,4,2024-04-09,Spring
S0069436,STN_014,Residential,U00551,2024-04-09 17:00:00,2024-04-09 17:45:23.207349,0.76,30.62,50,17,Tuesday,1,False,4,2024-04-09,Spring
S0069385,STN_007,Downtown,U00544,2024-04-09 17:00:00,2024-04-09 17:52:38.199407,0.88,30.46,50,17,Tuesday,1,False,4,2024-04-09,Spring
S0069452,STN_016,Residential,U00483,2024-04-09 17:02:00,2024-04-09 17:38:09.154950,0.6,4.28,11,17,Tuesday,1,False,4,2024-04-09,Spring
S0069379,STN_006,Highway_Rest_Stop,U01841,2024-04-09 17:15:00,2024-04-09 19:06:42.096664,1.86,14.39,22,17,Tuesday,1,False,4,2024-04-09,Spring
S0069480,STN_022,Mall,U01273,2024-04-09 17:18:00,2024-04-09 18:35:55.420305,1.3,7.14,7,17,Tuesday,1,False,4,2024-04-09,Spring
S0069449,STN_016,Residential,U03430,2024-04-09 17:28:00,2024-04-09 18:41:38.034364,1.23,10.37,11,17,Tuesday,1,False,4,2024-04-09,Spring
S0069507,STN_025,Residential,U03160,2024-04-09 17:32:00,2024-04-09 18:22:12.254926,0.84,12.91,22,17,Tuesday,1,False,4,2024-04-09,Spring
S0069384,STN_007,Downtown,U02838,2024-04-09 17:39:00,2024-04-09 21:29:42.542668,3.85,65.47,22,17,Tuesday,1,False,4,2024-04-09,Spring
S0069402,STN_009,Mall,U00037,2024-04-09 17:45:00,2024-04-09 19:30:41.306114,1.76,106.42,150,17,Tuesday,1,False,4,2024-04-09,Spring
S0069367,STN_003,Residential,U02384,2024-04-09 17:53:00,2024-04-09 20:36:56.151531,2.73,14.97,7,17,Tuesday,1,False,4,2024-04-09,Spring
S0069393,STN_008,Residential,U00610,2024-04-09 18:04:00,2024-04-09 20:36:18.457902,2.54,13.61,7,18,Tuesday,1,False,4,2024-04-09,Spring
S0069493,STN_023,Downtown,U02690,2024-04-09 18:07:00,2024-04-09 19:16:38.465423,1.16,12.06,22,18,Tuesday,1,False,4,2024-04-09,Spring
S0069501,STN_024,Highway_Rest_Stop,U00497,2024-04-09 18:10:00,2024-04-09 19:37:00.065049,1.45,6.3,7,18,Tuesday,1,False,4,2024-04-09,Spring
S0069484,STN_023,Downtown,U03462,2024-04-09 18:12:00,2024-04-09 19:05:01.988135,0.88,4.59,11,18,Tuesday,1,False,4,2024-04-09,Spring
S0069494,STN_024,Highway_Rest_Stop,U02881,2024-04-09 18:20:00,2024-04-09 20:05:19.164376,1.76,9.63,7,18,Tuesday,1,False,4,2024-04-09,Spring
S0069464,STN_018,Downtown,U01186,2024-04-09 18:25:00,2024-04-09 19:31:21.259462,1.84,7.75,11,18,Tuesday,1,False,4,2024-04-09,Spring
S0069461,STN_018,Downtown,U01504,2024-04-09 18:39:00,2024-04-09 19:32:02.427777,0.88,2.99,7,18,Tuesday,1,False,4,2024-04-09,Spring
S0069476,STN_021,Office_Park,U03138,2024-04-09 18:45:00,2024-04-09 19:12:37.734538,0.46,2.4,11,18,Tuesday,1,False,4,2024-04-09,Spring
S0069396,STN_008,Residential,U00428,2024-04-09 18:52:00,2024-04-09 19:37:58.058255,0.77,22.91,50,18,Tuesday,1,False,4,2024-04-09,Spring
S0069400,STN_009,Mall,U01592,2024-04-09 18:56:00,2024-04-09 21:48:08.315194,2.87,26.08,11,18,Tuesday,1,False,4,2024-04-09,Spring
S0069438,STN_014,Residential,U01356,2024-04-09 19:15:00,2024-04-09 19:46:58.398216,0.53,2.65,11,19,Tuesday,1,False,4,2024-04-09,Spring
S0069404,STN_009,Mall,U01844,2024-04-09 19:24:00,2024-04-09 21:53:41.646408,2.49,11.44,11,19,Tuesday,1,False,4,2024-04-09,Spring
S0069441,STN_015,Residential,U02974,2024-04-09 19:29:00,2024-04-09 21:46:39.086324,2.29,96.9,50,19,Tuesday,1,False,4,2024-04-09,Spring
S0069395,STN_008,Residential,U00988,2024-04-09 19:31:00,2024-04-09 21:54:06.628301,2.39,18.62,11,19,Tuesday,1,False,4,2024-04-09,Spring
S0069394,STN_008,Residential,U01667,2024-04-09 19:35:00,2024-04-09 21:46:01.246689,2.18,45.22,50,19,Tuesday,1,False,4,2024-04-09,Spring
S0069451,STN_016,Residential,U01315,2024-04-09 19:37:00,2024-04-09 20:38:58.350679,1.03,15.61,22,19,Tuesday,1,False,4,2024-04-09,Spring
S0069413,STN_010,Downtown,U01260,2024-04-09 19:39:00,2024-04-09 22:26:13.470296,2.79,23.85,11,19,Tuesday,1,False,4,2024-04-09,Spring
S0069381,STN_006,Highway_Rest_Stop,U01652,2024-04-09 19:39:00,2024-04-09 21:50:57.655515,2.2,39.95,22,19,Tuesday,1,False,4,2024-04-09,Spring
S0069442,STN_015,Residential,U01211,2024-04-09 20:23:00,2024-04-10 03:01:47.940864,6.65,120.0,150,20,Tuesday,1,False,4,2024-04-09,Spring
S0069506,STN_025,Residential,U01487,2024-04-09 20:33:00,2024-04-10 08:21:49.498429,11.81,59.61,7,20,Tuesday,1,False,4,2024-04-09,Spring
S0069418,STN_011,Office_Park,U03515,2024-04-09 20:43:00,2024-04-09 23:21:36.551737,2.64,17.08,11,20,Tuesday,1,False,4,2024-04-09,Spring
S0069388,STN_007,Downtown,U02078,2024-04-09 20:45:00,2024-04-09 21:19:09.724495,0.57,10.32,22,20,Tuesday,1,False,4,2024-04-09,Spring
S0069482,STN_022,Mall,U01293,2024-04-09 20:56:00,2024-04-09 22:04:05.822278,1.13,24.9,50,20,Tuesday,1,False,4,2024-04-09,Spring
S0069366,STN_002,Residential,U03151,2024-04-09 20:58:00,2024-04-10 03:20:54.319067,6.38,91.53,22,20,Tuesday,1,False,4,2024-04-09,Spring
S0069397,STN_008,Residential,U03917,2024-04-09 22:02:00,2024-04-10 00:17:51.196341,2.26,45.19,50,22,Tuesday,1,False,4,2024-04-09,Spring
S0069495,STN_024,Highway_Rest_Stop,U02637,2024-04-09 22:32:00,2024-04-10 00:33:32.412591,2.03,133.98,50,22,Tuesday,1,False,4,2024-04-09,Spring
S0069391,STN_008,Residential,U03447,2024-04-09 22:47:00,2024-04-10 04:39:02.541706,5.87,31.78,11,22,Tuesday,1,False,4,2024-04-09,Spring
S0069427,STN_012,Highway_Rest_Stop,U00078,2024-04-09 22:53:00,2024-04-10 00:05:03.859024,1.2,8.03,11,22,Tuesday,1,False,4,2024-04-09,Spring
S0069447,STN_015,Residential,U01656,2024-04-09 23:04:00,2024-04-10 12:25:58.647142,13.37,120.0,150,23,Tuesday,1,False,4,2024-04-09,Spring
S0069425,STN_012,Highway_Rest_Stop,U03808,2024-04-09 23:05:00,2024-04-10 00:29:12.941208,1.4,6.9,7,23,Tuesday,1,False,4,2024-04-09,Spring
S0069443,STN_015,Residential,U02185,2024-04-09 23:28:00,2024-04-10 04:52:55.067737,5.42,120.0,50,23,Tuesday,1,False,4,2024-04-09,Spring
S0069434,STN_013,Residential,U01801,2024-04-09 23:35:00,2024-04-10 04:10:47.251518,4.6,120.0,50,23,Tuesday,1,False,4,2024-04-09,Spring
S0069435,STN_014,Residential,U01831,2024-04-09 23:36:00,2024-04-10 04:47:43.434272,5.2,65.42,22,23,Tuesday,1,False,4,2024-04-09,Spring
S0069422,STN_012,Highway_Rest_Stop,U01753,2024-04-09 23:51:00,2024-04-10 01:10:04.325224,1.32,6.08,7,23,Tuesday,1,False,4,2024-04-09,Spring
S0069598,STN_016,Residential,U03175,2024-04-10 00:01:00,2024-04-10 08:20:12.227211,6.61,49.11,7,0,Wednesday,2,False,4,2024-04-10,Spring
S0069546,STN_008,Residential,U02737,2024-04-10 00:16:00,2024-04-10 07:33:27.798393,7.29,33.15,7,0,Wednesday,2,False,4,2024-04-10,Spring
S0069589,STN_015,Residential,UNKNOWN,2024-04-10 00:25:00,2024-04-10 06:16:38.893639,5.86,120.0,150,0,Wednesday,2,False,4,2024-04-10,Spring
S0069621,STN_020,Office_Park,U00997,2024-04-10 00:39:00,2024-04-10 01:48:02.250653,1.15,96.27,150,0,Wednesday,2,False,4,2024-04-10,Spring
S0069648,STN_024,Highway_Rest_Stop,U00775,2024-04-10 00:48:00,2024-04-10 02:40:33.619519,1.88,8.5,7,0,Wednesday,2,False,4,2024-04-10,Spring
S0069662,STN_025,Residential,U01050,2024-04-10 00:49:00,2024-04-10 06:58:25.567325,6.16,120.0,150,0,Wednesday,2,False,4,2024-04-10,Spring
S0069661,STN_025,Residential,U03879,2024-04-10 01:04:00,2024-04-10 10:12:23.880812,9.14,120.0,50,1,Wednesday,2,False,4,2024-04-10,Spring
S0069615,STN_019,Highway_Rest_Stop,U00340,2024-04-10 01:07:00,2024-04-10 05:13:38.215902,4.11,120.0,50,1,Wednesday,2,False,4,2024-04-10,Spring
S0069595,STN_016,Residential,U02079,2024-04-10 01:27:00,2024-04-10 10:04:15.291788,8.62,45.83,7,1,Wednesday,2,False,4,2024-04-10,Spring
S0069568,STN_012,Highway_Rest_Stop,U00207,2024-04-10 01:33:00,2024-04-10 04:09:51.449102,2.61,15.67,11,1,Wednesday,2,False,4,2024-04-10,Spring
S0069538,STN_006,Highway_Rest_Stop,U01937,2024-04-10 01:40:00,2024-04-10 06:47:06.172011,5.12,17.2,7,1,Wednesday,2,False,4,2024-04-10,Spring
S0069551,STN_009,Mall,U00790,2024-04-10 01:48:00,2024-04-10 06:47:48.394325,5.0,14.94,50,1,Wednesday,2,False,4,2024-04-10,Spring
S0069664,STN_025,Residential,U00902,2024-04-10 01:53:00,2024-04-10 13:03:30.846902,11.18,120.0,22,1,Wednesday,2,False,4,2024-04-10,Spring
S0069550,STN_008,Residential,U03066,2024-04-10 01:54:00,2024-04-10 13:05:34.226113,11.19,28.66,7,1,Wednesday,2,False,4,2024-04-10,Spring
S0069645,STN_023,Downtown,U02248,2024-04-10 02:10:00,2024-04-10 05:21:58.792080,3.2,40.8,22,2,Wednesday,2,False,4,2024-04-10,Spring
S0069591,STN_016,Residential,U02031,2024-04-10 03:33:00,2024-04-10 11:04:07.317954,7.52,120.0,22,3,Wednesday,2,False,4,2024-04-10,Spring
S0069639,STN_023,Downtown,U02088,2024-04-10 03:43:00,2024-04-10 04:59:54.928705,1.28,5.02,7,3,Wednesday,2,False,4,2024-04-10,Spring
S0069521,STN_002,Residential,U00666,2024-04-10 03:59:00,2024-04-10 14:30:30.510932,10.53,55.68,11,3,Wednesday,2,False,4,2024-04-10,Spring
S0069526,STN_003,Residential,U02257,2024-04-10 04:03:00,2024-04-10 18:03:00.000000,14.0,120.0,22,4,Wednesday,2,False,4,2024-04-10,Spring
S0069532,STN_004,Office_Park,U01404,2024-04-10 05:19:00,2024-04-10 06:39:15.257012,1.34,17.04,22,5,Wednesday,2,False,4,2024-04-10,Spring
S0069579,STN_014,Residential,U01385,2024-04-10 05:48:00,2024-04-10 10:03:05.294396,4.25,28.33,11,5,Wednesday,2,False,4,2024-04-10,Spring
S0069587,STN_015,Residential,U02325,2024-04-10 06:04:00,2024-04-10 11:10:40.238277,5.11,15.77,7,6,Wednesday,2,False,4,2024-04-10,Spring
S0069612,STN_019,Highway_Rest_Stop,U01501,2024-04-10 06:21:00,2024-04-10 08:21:39.902839,2.01,16.74,22,6,Wednesday,2,False,4,2024-04-10,Spring
S0069654,STN_024,Highway_Rest_Stop,U02106,2024-04-10 06:31:00,2024-04-10 08:56:10.099675,2.42,17.22,11,6,Wednesday,2,False,4,2024-04-10,Spring
S0069617,STN_020,Office_Park,U01047,2024-04-10 06:41:00,2024-04-10 07:48:17.550663,1.12,109.84,150,6,Wednesday,2,False,4,2024-04-10,Spring
S0069527,STN_004,Office_Park,U00400,2024-04-10 06:41:00,2024-04-10 07:48:20.763125,1.12,17.384999999999998,22,6,Wednesday,2,False,4,2024-04-10,Spring
S0069597,STN_016,Residential,U03544,2024-04-10 06:57:00,2024-04-10 10:25:40.903827,3.48,30.47,22,6,Wednesday,2,False,4,2024-04-10,Spring
S0069558,STN_010,Downtown,U00081,2024-04-10 07:01:00,2024-04-10 07:23:14.247551,0.37,3.03,11,7,Wednesday,2,False,4,2024-04-10,Spring
S0069627,STN_020,Office_Park,U01031,2024-04-10 07:01:00,2024-04-10 11:08:48.072279,4.13,17.77,11,7,Wednesday,2,False,4,2024-04-10,Spring
S0069624,STN_020,Office_Park,U02259,2024-04-10 07:11:00,2024-04-10 09:10:27.970506,1.99,72.63,50,7,Wednesday,2,False,4,2024-04-10,Spring
S0069625,STN_020,Office_Park,U03465,2024-04-10 07:12:00,2024-04-10 08:14:24.454194,1.04,8.93,11,7,Wednesday,2,False,4,2024-04-10,Spring
S0069618,STN_020,Office_Park,U00804,2024-04-10 07:31:00,2024-04-10 10:07:47.692132,2.61,11.32,11,7,Wednesday,2,False,4,2024-04-10,Spring
S0069613,STN_019,Highway_Rest_Stop,U00014,2024-04-10 07:42:00,2024-04-10 08:40:01.367441,0.97,14.1,22,7,Wednesday,2,False,4,2024-04-10,Spring
S0069644,STN_023,Downtown,U01684,2024-04-10 07:49:00,2024-04-10 10:13:40.143261,2.41,67.08,50,7,Wednesday,2,False,4,2024-04-10,Spring
S0069570,STN_012,Highway_Rest_Stop,U00277,2024-04-10 07:49:00,2024-04-10 09:12:05.301765,1.38,7.02,11,7,Wednesday,2,False,4,2024-04-10,Spring
S0069651,STN_024,Highway_Rest_Stop,U01825,2024-04-10 07:56:00,2024-04-10 12:26:06.448750,4.5,120.0,150,7,Wednesday,2,False,4,2024-04-10,Spring
S0069572,STN_012,Highway_Rest_Stop,U02418,2024-04-10 08:04:00,2024-04-10 11:26:04.770171,3.37,44.55,22,8,Wednesday,2,False,4,2024-04-10,Spring
S0069565,STN_012,Highway_Rest_Stop,U03807,2024-04-10 08:05:00,2024-04-10 09:30:26.251547,1.42,42.99,50,8,Wednesday,2,False,4,2024-04-10,Spring
S0069632,STN_021,Office_Park,U00071,2024-04-10 08:12:00,2024-04-10 15:01:10.355839,6.82,63.06,11,8,Wednesday,2,False,4,2024-04-10,Spring
S0069633,STN_021,Office_Park,U02755,2024-04-10 08:13:00,2024-04-10 09:57:51.608213,1.75,15.19,22,8,Wednesday,2,False,4,2024-04-10,Spring
S0069599,STN_016,Residential,U02637,2024-04-10 08:15:00,2024-04-10 10:12:53.926759,1.96,22.12,22,8,Wednesday,2,False,4,2024-04-10,Spring
S0069543,STN_007,Downtown,U02093,2024-04-10 08:19:00,2024-04-10 09:44:56.599785,1.43,12.12,22,8,Wednesday,2,False,4,2024-04-10,Spring
S0069528,STN_004,Office_Park,U00826,2024-04-10 08:20:00,2024-04-10 11:11:36.221593,2.86,11.95,7,8,Wednesday,2,False,4,2024-04-10,Spring
S0069547,STN_008,Residential,U03315,2024-04-10 08:23:00,2024-04-10 11:22:01.937854,2.98,10.77,7,8,Wednesday,2,False,4,2024-04-10,Spring
S0069559,STN_010,Downtown,U01569,2024-04-10 08:23:00,2024-04-10 09:31:37.781898,1.14,14.05,22,8,Wednesday,2,False,4,2024-04-10,Spring
S0069659,STN_024,Highway_Rest_Stop,U01323,2024-04-10 08:32:00,2024-04-10 09:59:38.164769,1.46,5.86,11,8,Wednesday,2,False,4,2024-04-10,Spring
S0069658,STN_024,Highway_Rest_Stop,U03937,2024-04-10 08:38:00,2024-04-10 10:28:23.115266,1.84,20.72,22,8,Wednesday,2,False,4,2024-04-10,Spring
S0069522,STN_002,Residential,U01018,2024-04-10 08:39:00,2024-04-10 12:13:20.775138,3.57,13.14,7,8,Wednesday,2,False,4,2024-04-10,Spring
S0069630,STN_021,Office_Park,U03421,2024-04-10 08:48:00,2024-04-10 10:21:09.223971,1.55,35.94,50,8,Wednesday,2,False,4,2024-04-10,Spring
S0069631,STN_021,Office_Park,U03727,2024-04-10 08:50:00,2024-04-10 11:49:25.222916,2.99,112.49,50,8,Wednesday,2,False,4,2024-04-10,Spring
S0069540,STN_007,Downtown,U01123,2024-04-10 08:58:00,2024-04-10 12:08:49.422818,3.18,120.0,150,8,Wednesday,2,False,4,2024-04-10,Spring
S0069580,STN_014,Residential,UNKNOWN,2024-04-10 08:58:00,2024-04-10 11:22:30.801873,2.41,40.96,22,8,Wednesday,2,False,4,2024-04-10,Spring
S0069514,STN_001,Downtown,U03835,2024-04-10 09:06:00,2024-04-10 11:22:36.993140,2.28,18.79,11,9,Wednesday,2,False,4,2024-04-10,Spring
S0069530,STN_004,Office_Park,U00782,2024-04-10 09:16:00,2024-04-10 11:18:44.042772,2.05,7.14,7,9,Wednesday,2,False,4,2024-04-10,Spring
S0069601,STN_017,Office_Park,U03951,2024-04-10 09:24:00,2024-04-10 11:14:57.279460,1.85,70.18,50,9,Wednesday,2,False,4,2024-04-10,Spring
S0069623,STN_020,Office_Park,U00286,2024-04-10 09:40:00,2024-04-10 10:25:42.761233,0.76,66.79,150,9,Wednesday,2,False,4,2024-04-10,Spring
S0069640,STN_023,Downtown,U02536,2024-04-10 09:41:00,2024-04-10 11:34:43.643092,1.9,6.89,7,9,Wednesday,2,False,4,2024-04-10,Spring
S0069660,STN_024,Highway_Rest_Stop,U00161,2024-04-10 10:06:00,2024-04-10 12:13:22.025980,2.12,34.68,22,10,Wednesday,2,False,4,2024-04-10,Spring
S0069622,STN_020,Office_Park,U03296,2024-04-10 10:18:00,2024-04-10 13:29:37.990883,3.19,120.0,150,10,Wednesday,2,False,4,2024-04-10,Spring
S0069513,STN_001,Downtown,U03980,2024-04-10 10:22:00,2024-04-10 14:17:40.120744,3.93,54.73,22,10,Wednesday,2,False,4,2024-04-10,Spring
S0069584,STN_014,Residential,U03698,2024-04-10 10:31:00,2024-04-10 15:08:15.979431,4.62,34.72,11,10,Wednesday,2,False,4,2024-04-10,Spring
S0069553,STN_009,Mall,U01514,2024-04-10 10:33:00,2024-04-10 14:17:56.852311,3.75,120.0,50,10,Wednesday,2,False,4,2024-04-10,Spring
S0069537,STN_006,Highway_Rest_Stop,U03570,2024-04-10 10:46:00,2024-04-10 12:20:31.471314,1.58,23.71,22,10,Wednesday,2,False,4,2024-04-10,Spring
S0069593,STN_016,Residential,U02168,2024-04-10 10:51:00,2024-04-10 13:18:56.340786,2.47,17.43,11,10,Wednesday,2,False,4,2024-04-10,Spring
S0069512,STN_001,Downtown,U03729,2024-04-10 10:56:00,2024-04-10 14:03:49.247943,3.13,120.0,150,10,Wednesday,2,False,4,2024-04-10,Spring
S0069657,STN_024,Highway_Rest_Stop,U02483,2024-04-10 11:02:00,2024-04-10 12:58:15.894238,1.94,26.13,22,11,Wednesday,2,False,4,2024-04-10,Spring
S0069619,STN_020,Office_Park,U03515,2024-04-10 11:15:00,2024-04-10 13:31:01.331560,2.27,19.82,11,11,Wednesday,2,False,4,2024-04-10,Spring
S0069574,STN_012,Highway_Rest_Stop,U02978,2024-04-10 11:15:00,2024-04-10 13:17:23.482393,2.04,21.66,22,11,Wednesday,2,False,4,2024-04-10,Spring
S0069635,STN_022,Mall,U00227,2024-04-10 11:17:00,2024-04-10 12:24:27.954255,1.12,6.57,7,11,Wednesday,2,False,4,2024-04-10,Spring
S0069552,STN_009,Mall,U02386,2024-04-10 11:28:00,2024-04-10 12:58:16.522227,1.5,17.46,22,11,Wednesday,2,False,4,2024-04-10,Spring
S0069610,STN_018,Downtown,U01719,2024-04-10 11:31:00,2024-04-10 15:16:45.308949,3.76,46.09,22,11,Wednesday,2,False,4,2024-04-10,Spring
S0069556,STN_009,Mall,U03675,2024-04-10 11:32:00,2024-04-10 14:15:40.322407,2.73,21.02,11,11,Wednesday,2,False,4,2024-04-10,Spring
S0069655,STN_024,Highway_Rest_Stop,U01397,2024-04-10 11:51:00,2024-04-10 14:03:19.669853,2.21,74.07,50,11,Wednesday,2,False,4,2024-04-10,Spring
S0069604,STN_017,Office_Park,U02890,2024-04-10 11:59:00,2024-04-10 12:20:47.945064,0.36,6.06,22,11,Wednesday,2,False,4,2024-04-10,Spring
S0069557,STN_010,Downtown,U00979,2024-04-10 12:19:00,2024-04-10 16:32:50.349255,4.23,13.86,7,12,Wednesday,2,False,4,2024-04-10,Spring
S0069638,STN_023,Downtown,U02876,2024-04-10 12:20:00,2024-04-10 14:25:09.135477,2.09,40.49,50,12,Wednesday,2,False,4,2024-04-10,Spring
